name,state,population
Copperas Cove,Texas,38696
Riviera Beach,Florida,38663
Lincoln Park,Michigan,38646
Roy,Utah,38592
Keizer,Oregon,38564
American Fork,Utah,38549
Portage,Indiana,38513
Braintree Town,Massachusetts,38490
Woodstock,Georgia,38473
Atlantic City,New Jersey,38464
Phenix City,Alabama,38441
Lewiston,Maine,38404
Chelsea,Massachusetts,38319
Socorro,Texas,38238
Calexico,California,38224
Urbana,Illinois,38209
Adelanto,California,38187
Northglenn,Colorado,38164
East Point,Georgia,38115
Bartlesville,Oklahoma,38114
Rome,Georgia,38111
Weatherford,Texas,38109
Hilton Head Island,South Carolina,38097
Vestavia Hills,Alabama,38020
Hot Springs,Arkansas,37994
San Luis,Arizona,37966
Westerville,Ohio,37958
Longview,Washington,37925
Parkland,Florida,37911
Estero,Florida,37908
Park Ridge,Illinois,37897
Sun Prairie,Wisconsin,37890
Monroe,North Carolina,37797
Streamwood,Illinois,37780
Kearns metro township,Utah,37767
San Gabriel,California,37732
Wheeling,Illinois,37725
Tupelo,Mississippi,37675
Holyoke,Massachusetts,37628
Clovis,New Mexico,37612
Benton,Arkansas,37558
Montclair,California,37545
Bell Gardens,California,37467
Oregon City,Oregon,37351
New Albany,Indiana,37329
Pleasant Grove,Utah,37294
Haines City,Florida,37272
Hilliard,Ohio,37262
Richmond,Kentucky,37206
Muskegon,Michigan,37183
Oak Creek,Wisconsin,37156
Carpentersville,Illinois,37099
Wildomar,California,37087
Oswego,Illinois,37074
North Ridgeville,Ohio,37058
Plainfield,Indiana,37047
Leavenworth,Kansas,37034
Syracuse,Utah,37022
Redmond,Oregon,37009
La Porte,Texas,36991
Tucker,Georgia,36975
Farmers Branch,Texas,36917
Greenfield,Wisconsin,36916
Muskogee,Oklahoma,36873
Canton,Georgia,36857
Monrovia,California,36768
Cookeville,Tennessee,36657
La Puente,California,36516
San Juan,Texas,36448
Richfield,Minnesota,36445
Pacifica,California,36426
Martinez,California,36395
Cibolo,Texas,36374
Sahuarita,Arizona,36356
Merrillville,Indiana,36347
Beloit,Wisconsin,36342
Salisbury,North Carolina,36319
Cleburne,Texas,36209
Hinesville,Georgia,36181
Hanover Park,Illinois,36165
Rock Island,Illinois,36132
Inver Grove Heights,Minnesota,36114
Lauderdale Lakes,Florida,36035
Seguin,Texas,36013
Dunedin,Florida,35930
El Mirage,Arizona,35850
Norristown,Pennsylvania,35769
Upper Arlington,Ohio,35743
Texarkana,Texas,35741
Butte-Silver Bow,Montana,35701
Panama City,Florida,35660
Mason,Ohio,35660
Claremont,California,35640
Fair Lawn,New Jersey,35564
Midvale,Utah,35561
Torrington,Connecticut,35550
Moorpark,California,35543
Marion,Ohio,35531
Wenatchee,Washington,35526
Franklin,Wisconsin,35485
Springville,Utah,35471
Forney,Texas,35470
Stockbridge,Georgia,35452
Roseville,Minnesota,35451
Richmond,Indiana,35425
Kingman,Arizona,35334
Erie,Colorado,35269
Garner,North Carolina,35265
Mount Vernon,Washington,35259
Watertown Town,Massachusetts,35256
Bluffton,South Carolina,35243
Addison,Illinois,35167
Gahanna,Ohio,35159
Brunswick,Ohio,35072
University Place,Washington,35049
Crown Point,Indiana,34884
Temple City,California,34854
Wildwood,Missouri,34851
Lewiston,Idaho,34836
Lima,Ohio,34794
San Juan Capistrano,California,34754
Fairborn,Ohio,34729
Kennesaw,Georgia,34683
Valparaiso,Indiana,34627
Long Beach,New York,34595
Del Rio,Texas,34574
Manitowoc,Wisconsin,34568
Holland,Michigan,34540
Dalton,Georgia,34508
Randolph Town,Massachusetts,34487
Clearfield,Utah,34470
Helena,Montana,34464
Statesboro,Georgia,34452
McMinnville,Oregon,34450
Harker Heights,Texas,34447
Kearney,Nebraska,34362
Calumet City,Illinois,34358
Goshen,Indiana,34355
West Hollywood,California,34349
Cooper City,Florida,34321
Englewood,Colorado,34275
College Park,Maryland,34187
Lufkin,Texas,34181
Alabaster,Alabama,34107
University City,Missouri,34096
Leawood,Kansas,33980
Northbrook,Illinois,33977
Westlake,Ohio,33972
Stow,Ohio,33957
Washington,Utah,33877
Pleasant Hill,California,33802
Eastpointe,Michigan,33676
Fort Mill,South Carolina,33626
Chester,Pennsylvania,33595
Opelika,Alabama,33572
Woodridge,Illinois,33566
Meridian,Mississippi,33551
Rochester,New Hampshire,33519
Gillette,Wyoming,33496
Dover,New Hampshire,33485
Goldsboro,North Carolina,33469
Desert Hot Springs,California,33438
Oak Ridge,Tennessee,33397
Manhattan Beach,California,33369
Walla Walla,Washington,33339
Petersburg,Virginia,33309
Gadsden,Alabama,33229
Deer Park,Texas,33176
Salisbury,Maryland,33159
Cornelius,North Carolina,33139
Franklin Town,Massachusetts,33125
Sherwood,Arkansas,33118
San Dimas,California,33105
Andover,Minnesota,33089
Savage,Minnesota,32999
Elizabethtown,Kentucky,32978
Spring Valley,New York,32969
Aiken,South Carolina,32947
Kaysville,Utah,32941
Florence,Kentucky,32917
Pullman,Washington,32863
Long Branch,New Jersey,32745
Ithaca,New York,32724
Greenville,Texas,32717
Goleta,California,32665
New Smyrna Beach,Florida,32655
St. Charles,Illinois,32654
Dana Point,California,32567
Zionsville,Indiana,32534
Garfield,New Jersey,32456
Massillon,Ohio,32439
Maryville,Tennessee,32436
Nicholasville,Kentucky,32425
Glendale Heights,Illinois,32409
Bethel Park,Pennsylvania,32398
Bella Vista,Arkansas,32368
Duluth,Georgia,32350
LaGrange,Georgia,32343
Eagle,Idaho,32319
Sachse,Texas,32294
Fitchburg,Wisconsin,32284
Brownsburg,Indiana,32250
New Bern,North Carolina,32226
Los Gatos,California,32216
Cottonwood Heights,Utah,32204
Foster City,California,32180
Nacogdoches,Texas,32156
Laramie,Wyoming,32152
McDonough,Georgia,32138
Morristown,Tennessee,32099
Bay City,Michigan,32082
Sanford,North Carolina,32064
Atwater,California,32052
Des Moines,Washington,31988
O'Fallon,Illinois,31968
Dania Beach,Florida,31915
West Bend,Wisconsin,31886
Bell,California,31864
Fairbanks,Alaska,31856
Chamblee,Georgia,31841
Naugatuck,Connecticut,31820
Wheat Ridge,Colorado,31804
Shawnee,Oklahoma,31803
SeaTac,Washington,31799
Santa Paula,California,31792
Mundelein,Illinois,31790
Poughkeepsie,New York,31772
Houma,Louisiana,31733
Leesburg,Florida,31721
Morrisville,North Carolina,31703
Menlo Park,California,31690
Brooklyn Center,Minnesota,31688
Banning,California,31680
Michigan City,Indiana,31659
Rome,New York,31652
Waukee,Iowa,31645
Bangor,Maine,31628
Juneau city and,Alaska,31555
North Olmsted,Ohio,31538
Carlsbad,New Mexico,31499
Elk Grove Village,Illinois,31350
Seaside,California,31317
Alamogordo,New Mexico,31284
San Pablo,California,31249
Miami Lakes,Florida,31238
Southlake,Texas,31137
El Paso de Robles,California,31134
Pekin,Illinois,31126
Northport,Alabama,31111
Lawrenceville,Georgia,31015
Beverly Hills,California,30974
North Attleborough Town,Massachusetts,30943
Matthews,North Carolina,30934
Athens,Alabama,30904
Jackson,Michigan,30854
Hopkinsville,Kentucky,30813
Liberty,Missouri,30794
Harrison,New York,30780
Bixby,Oklahoma,30698
North Royalton,Ohio,30687
Casselberry,Florida,30595
Port Chester,New York,30584
Westfield,New Jersey,30559
Leland,North Carolina,30542
Paragould,Arkansas,30520
Lafayette,Colorado,30439
Morgantown,West Virginia,30429
North Chicago,Illinois,30416
Ballwin,Missouri,30410
Bowling Green,Ohio,30384
Daphne,Alabama,30321
Converse,Texas,30321
Holladay,Utah,30298
Princeton,New Jersey,30289
Highland Park,Illinois,30272
Enterprise,Alabama,30271
Laguna Hills,California,30243
Statesville,North Carolina,30220
Clayton,North Carolina,30216
Gurnee,Illinois,30193
Newark,Delaware,30169
Fridley,Minnesota,30156
Lawndale,California,30155
Middletown,New York,30152
Algonquin,Illinois,30134
Magna metro township,Utah,30087
Hazleton,Pennsylvania,30037
North Tonawanda,New York,30031
Los Altos,California,29990
Anderson,South Carolina,29980
Gloucester,Massachusetts,29959
Burlingame,California,29910
La Verne,California,29898
Winter Park,Florida,29894
Kalispell,Montana,29886
Rahway,New Jersey,29813
Central,Louisiana,29781
Atascadero,California,29700
Schererville,Indiana,29657
Englewood,New Jersey,29624
Saratoga,California,29607
Pooler,Georgia,29544
Easton,Pennsylvania,29538
Niles,Illinois,29513
Independence,Kentucky,29503
Rockledge,Florida,29452
Hobart,Indiana,29408
Laurel,Maryland,29400
Burton,Michigan,29376
Northampton,Massachusetts,29370
Melrose,Massachusetts,29357
Russellville,Arkansas,29338
Crestview,Florida,29300
Texarkana,Arkansas,29223
Kirkwood,Missouri,29174
West Melbourne,Florida,29144
Galesburg,Illinois,29130
Monterey,California,29116
Raytown,Missouri,29097
Jacksonville,Arkansas,29094
Chaska,Minnesota,29034
Woodburn,Oregon,29033
Parkersburg,West Virginia,29025
Oak Park,Michigan,29023
Southgate,Michigan,29002
Fredericksburg,Virginia,28928
Garfield Heights,Ohio,28900
San Carlos,California,28862
Bridgewater Town,Massachusetts,28818
Suisun City,California,28743
Twentynine Palms,California,28734
Jeffersontown,Kentucky,28716
Lake in the Hills,Illinois,28661
Alvin,Texas,28633
Ramsey,Minnesota,28560
Saratoga Springs,New York,28544
Shaker Heights,Ohio,28541
Slidell,Louisiana,28510
Fountain,Colorado,28489
Maple Valley,Washington,28434
West Springfield Town,Massachusetts,28424
Marysville,Ohio,28423
Happy Valley,Oregon,28409
Agawam Town,Massachusetts,28406
Port Huron,Michigan,28383
Glen Ellyn,Illinois,28347
Frankfort,Kentucky,28285
Eagle Pass,Texas,28282
Bergenfield,New Jersey,28274
Huntley,Illinois,28269
McHenry,Illinois,28251
Madison Heights,Michigan,28238
Newburgh,New York,28237
Oakdale,Minnesota,28226
East Palo Alto,California,28216
Danville,Illinois,28206
Burbank,Illinois,28164
Venice,Florida,28150
Pearl,Mississippi,28117
Aberdeen,South Dakota,28110
Marion,Indiana,28105
Ridgecrest,California,28088
Kuna,Idaho,28050
New Lenox,Illinois,28047
Prior Lake,Minnesota,28027
Princeton,Texas,28027
Kernersville,North Carolina,28016
Mauldin,South Carolina,28010
Madison,Mississippi,27987
Conway,South Carolina,27985
Monroeville,Pennsylvania,27974
Jamestown,New York,27965
Glen Cove,New York,27879
Bristol,Tennessee,27854
Brawley,California,27849
Union City,Georgia,27832
Mint Hill,North Carolina,27815
Carrollton,Georgia,27793
Lake Jackson,Texas,27768
Homewood,Alabama,27758
Henderson,Kentucky,27734
Mount Pleasant,Wisconsin,27727
Asheboro,North Carolina,27726
Lansing,Illinois,27713
Williston,North Dakota,27706
Greenville,Mississippi,27644
Winchester,Virginia,27617
Fremont,Nebraska,27602
Kent,Ohio,27601
Rosemount,Minnesota,27590
Maryland Heights,Missouri,27575
Marshalltown,Iowa,27574
Lemon Grove,California,27569
New London,Connecticut,27560
Jenks,Oklahoma,27553
Allen Park,Michigan,27528
Dodge City,Kansas,27514
Simpsonville,South Carolina,27506
Anna,Texas,27501
Williamsport,Pennsylvania,27470
Neenah,Wisconsin,27453
Thomasville,North Carolina,27435
Tualatin,Oregon,27383
Garden City,Kansas,27371
Millville,New Jersey,27358
Elk River,Minnesota,27342
Hamtramck,Michigan,27339
Green,Ohio,27338
Gladstone,Missouri,27329
Camas,Washington,27254
Tumwater,Washington,27239
Cabot,Arkansas,27190
Palm Springs,Florida,27132
Walnut,California,27104
New Iberia,Louisiana,27080
Wooster,Ohio,27030
Wilmette,Illinois,27026
Oxford,Mississippi,27008
Temple Terrace,Florida,26972
Lindenhurst,New York,26972
Wasco,California,26917
Granite City,Illinois,26908
Mason City,Iowa,26906
Troy,Ohio,26848
Sebastian,Florida,26846
South Portland,Maine,26840
Lemoore,California,26809
Forest Grove,Oregon,26799
Round Lake Beach,Illinois,26783
Trussville,Alabama,26770
Bridgeton,New Jersey,26763
Paducah,Kentucky,26749
Balch Springs,Texas,26711
Edwardsville,Illinois,26698
Clinton,Mississippi,26698
Vernon Hills,Illinois,26677
West Linn,Oregon,26629
Belmont,California,26622
Hercules,California,26582
Ossining,New York,26542
Lockport,Illinois,26537
Owatonna,Minnesota,26534
Horn Lake,Mississippi,26468
Benicia,California,26429
Superior,Wisconsin,26423
Plum,Pennsylvania,26391
Yukon,Oklahoma,26388
Moscow,Idaho,26387
Easley,South Carolina,26386
Lebanon,Pennsylvania,26378
Shoreview,Minnesota,26374
Katy,Texas,26360
Wilsonville,Oregon,26345
Sanger,California,26343
Denison,Texas,26343
Garden City,Michigan,26325
Moses Lake,Washington,26299
Paramus,New Jersey,26282
Batavia,Illinois,26235
Derby,Kansas,26233
Wheeling,West Virginia,26208
Oak Forest,Illinois,26199
Ridgewood,New Jersey,26194
Chicago Heights,Illinois,26184
Elmira,New York,26176
Austin,Minnesota,26171
Norfolk,Nebraska,26147
South Salt Lake,Utah,26122
Newberg,Oregon,26095
Winona,Minnesota,26029
Auburn,New York,25983
Reedley,California,25958
Avon Lake,Ohio,25942
Chanhassen,Minnesota,25937
Greenfield,Indiana,25920
Staunton,Virginia,25915
Franklin,Indiana,25908
North Augusta,South Carolina,25891
Sugar Hill,Georgia,25889
Medina,Ohio,25889
Tarpon Springs,Florida,25872
Dinuba,California,25863
Lodi,New Jersey,25832
East Chicago,Indiana,25830
Windsor,California,25828
Farmington,Utah,25771
Galt,California,25767
Centerville,Ohio,25754
Stevens Point,Wisconsin,25752
Colleyville,Texas,25736
Eureka,California,25734
Xenia,Ohio,25725
Brandon,Mississippi,25719
Woodstock,Illinois,25699
Corsicana,Texas,25671
South Pasadena,California,25623
Salem,Virginia,25600
Auburn Hills,Michigan,25597
Farragut,Tennessee,25579
Rockville Centre,New York,25578
Cliffside Park,New Jersey,25570
El Cerrito,California,25552
Belton,Missouri,25534
Mequon,Wisconsin,25489
Imperial Beach,California,25458
Starkville,Mississippi,25444
Peekskill,New York,25442
Grandview,Missouri,25436
Nixa,Missouri,25405
Avon,Ohio,25403
Norco,California,25398
Gardner,Kansas,25378
De Pere,Wisconsin,25348
Caledonia,Wisconsin,25326
Muskego,Wisconsin,25312
Raymore,Missouri,25306
Belvidere,Illinois,25297
Walker,Michigan,25289
Carteret,New Jersey,25281
Pickerington,Ohio,25256
Ottumwa,Iowa,25252
Perrysburg,Ohio,25236
Belton,Texas,25171
Fairfax,Virginia,25144
Saginaw,Texas,25139
Shelbyville,Tennessee,25132
Dickinson,North Dakota,25130
Pelham,Alabama,25121
West Chicago,Illinois,25116
Loma Linda,California,25111
Key West,Florida,25103
Patterson,California,25063
Inkster,Michigan,25056
Lafayette,California,25048
Bessemer,Alabama,25037
Middletown,Delaware,25022
Alton,Illinois,25006
Norton Shores,Michigan,25005
Riverbank,California,25001
Fairhope,Alabama,24974
Paris,Texas,24969
Barstow,California,24964
University Park,Texas,24954
Cartersville,Georgia,24937
Herndon,Virginia,24935
Kerrville,Texas,24930
Lexington,South Carolina,24921
Hastings,Nebraska,24896
Foley,Alabama,24873
Hazelwood,Missouri,24863
Ardmore,Oklahoma,24847
Auburn,Maine,24793
Fernley,Nevada,24744
Mercer Island,Washington,24742
Newport,Rhode Island,24717
Wadsworth,Ohio,24709
Romulus,Michigan,24702
Yorkville,Illinois,24693
Athens,Ohio,24673
Zanesville,Ohio,24651
Faribault,Minnesota,24642
Johnston,Iowa,24640
Fate,Texas,24626
Fort Dodge,Iowa,24591
Mandan,North Dakota,24586
Kingsville,Texas,24586
Barberton,Ohio,24563
Homer Glen,Illinois,24546
San Benito,Texas,24493
Selma,California,24467
Columbus,Nebraska,24464
Ridgeland,Mississippi,24459
Eustis,Florida,24457
Greenbelt,Maryland,24360
Seal Beach,California,24352
Riverside,Ohio,24340
Benbrook,Texas,24336
Brookings,South Dakota,24312
Decatur,Georgia,24307
Ponca City,Oklahoma,24306
Florence,Arizona,24291
South Elgin,Illinois,24277
Palmetto Bay,Florida,24264
Bainbridge Island,Washington,24254
Sandusky,Ohio,24241
Clinton,Iowa,24239
Avon,Indiana,24231
Zion,Illinois,24206
Horizon City,Texas,24168
Willoughby,Ohio,24163
Watertown,New York,24157
Van Buren,Arkansas,24138
Royse City,Texas,24138
Morton Grove,Illinois,24131
South Plainfield,New Jersey,24131
Marshall,Texas,24118
Emporia,Kansas,24105
Wyandotte,Michigan,24057
Payson,Utah,24054
Griffin,Georgia,24044
Perry,Georgia,24029
Oak Harbor,Washington,24016
West Haven,Utah,24014
Glassboro,New Jersey,23987
Hurricane,Utah,23959
Centerton,Arkansas,23953
Soledad,California,23947
Westmont,Illinois,23933
Farmington,Minnesota,23909
Roseburg,Oregon,23861
West Memphis,Arkansas,23825
Maywood,California,23824
Searcy,Arkansas,23813
Papillion,Nebraska,23791
Collinsville,Illinois,23779
Kingston,New York,23777
Corinth,Texas,23707
Solon,Ohio,23702
Ennis,Texas,23686
Melrose Park,Illinois,23666
St. John,Indiana,23644
Edgewater,Florida,23636
Groveland,Florida,23628
Munster,Indiana,23614
Fountain Hills,Arizona,23611
Coralville,Iowa,23596
Clinton,Utah,23588
Melissa,Texas,23571
Burlington,Iowa,23565
North Salt Lake,Utah,23560
Highland,Indiana,23525
Kankakee,Illinois,23503
Webster Groves,Missouri,23449
Jacksonville Beach,Florida,23447
Kenmore,Washington,23391
Elmwood Park,Illinois,23369
San Fernando,California,23364
White Bear Lake,Minnesota,23363
Pottstown,Pennsylvania,23349
Muscatine,Iowa,23341
Loves Park,Illinois,23335
Rolling Meadows,Illinois,23329
Mustang,Oklahoma,23270
Otsego,Minnesota,23241
Watertown,South Dakota,23230
Lisle,Illinois,23222
DeBary,Florida,23209
Waynesboro,Virginia,23182
Duncan,Oklahoma,23170
Freeport,Illinois,23136
Duarte,California,23131
Waxhaw,North Carolina,23073
Oakdale,California,23045
Columbus,Mississippi,23035
Albertville,Alabama,23031
Maple Heights,Ohio,22984
Sapulpa,Oklahoma,22981
Hudson,Ohio,22968
Middleton,Wisconsin,22967
Rock Springs,Wyoming,22954
Trotwood,Ohio,22940
Watauga,Texas,22934
Keene,New Hampshire,22917
Suwanee,Georgia,22913
Ozark,Missouri,22907
Prairie Village,Kansas,22900
Maywood,Illinois,22880
Champlin,Minnesota,22856
Garden City,New York,22835
Bonney Lake,Washington,22835
Marina,California,22833
Mesquite,Nevada,22786
Hopewell,Virginia,22752
Radcliff,Kentucky,22749
Portsmouth,New Hampshire,22733
Watertown,Wisconsin,22692
Machesney Park,Illinois,22630
North Plainfield,New Jersey,22566
Central Falls,Rhode Island,22543
Christiansburg,Virginia,22542
Hammond,Louisiana,22527
North Platte,Nebraska,22523
Roselle,Illinois,22508
Greenwood,South Carolina,22498
La Porte,Indiana,22486
Acworth,Georgia,22379
Lino Lakes,Minnesota,22376
Big Spring,Texas,22373
Biddeford,Maine,22367
Summit,New Jersey,22344
Roselle,New Jersey,22342
Carlisle,Pennsylvania,22341
Oxford,Ohio,22340
Laguna Beach,California,22332
Evans,Colorado,22326
Bloomingdale,Illinois,22298
Hialeah Gardens,Florida,22286
Battle Ground,Washington,22285
Columbia Heights,Minnesota,22278
Sanford,Maine,22251
Chambersburg,Pennsylvania,22245
Ruston,Louisiana,22233
North Ogden,Utah,22233
New Brighton,Minnesota,22228
Calabasas,California,22227
Clarksville,Indiana,22208
Clemmons,North Carolina,22159
Hastings,Minnesota,22121
Helena,Alabama,22117
Millbrae,California,22087
Sedalia,Missouri,22086
Oxford,Alabama,22078
Snellville,Georgia,22067
